Line,bus0,bus1
8734,"(81.962789, 25.5588025)","(81.9609694, 25.5618532)"
8735,"(81.9609694, 25.5618532)","(81.9593043, 25.5647181)"
8736,"(81.9593043, 25.5647181)","(81.9570641, 25.565113)"
8737,"(81.9570641, 25.565113)","(81.954618, 25.5654769)"
8738,"(81.954618, 25.5654769)","(81.9517083, 25.5659647)"
8739,"(81.9517083, 25.5659647)","(81.9488244, 25.5664757)"
8740,"(81.9488244, 25.5664757)","(81.9450736, 25.5681326)"
8741,"(81.9450736, 25.5681326)","(81.9414945, 25.5698514)"
8742,"(81.9414945, 25.5698514)","(81.9379496, 25.5713922)"
8743,"(81.9379496, 25.5713922)","(81.9343276, 25.5730413)"
8744,"(81.9343276, 25.5730413)","(81.930654, 25.5746981)"
8745,"(81.930654, 25.5746981)","(81.9281478, 25.5772994)"
8746,"(81.9281478, 25.5772994)","(81.9258218, 25.5796762)"
8747,"(81.9258218, 25.5796762)","(81.9231868, 25.5823161)"
8748,"(81.9231868, 25.5823161)","(81.9206805, 25.5848941)"
8749,"(81.9206805, 25.5848941)","(81.918097, 25.5875184)"
8750,"(81.918097, 25.5875184)","(81.9155908, 25.5901194)"
8751,"(81.9155908, 25.5901194)","(81.9141831, 25.5939899)"
8752,"(81.9141831, 25.5939899)","(81.9128356, 25.5977055)"
8753,"(81.9128356, 25.5977055)","(81.910707, 25.6004611)"
8754,"(81.910707, 25.6004611)","(81.9086642, 25.6029381)"
8755,"(81.9086642, 25.6029381)","(81.906733, 25.6053995)"
8756,"(81.906733, 25.6053995)","(81.9048162, 25.6079287)"
8757,"(81.9048162, 25.6079287)","(81.9026925, 25.6112579)"
8758,"(81.9026925, 25.6112579)","(81.9006897, 25.6144617)"
8759,"(81.9006897, 25.6144617)","(81.8987317, 25.6175564)"
8760,"(81.8987317, 25.6175564)","(81.8962496, 25.6200531)"
8761,"(81.8962496, 25.6200531)","(81.8937719, 25.6225417)"
8762,"(81.8937719, 25.6225417)","(81.8912897, 25.6250423)"
8763,"(81.8912897, 25.6250423)","(81.8887717, 25.627555)"
8764,"(81.8887717, 25.627555)","(81.8863523, 25.6293769)"
8765,"(81.8863523, 25.6293769)","(81.8832966, 25.6317522)"
8766,"(81.8832966, 25.6317522)","(81.8803888, 25.6339577)"
8767,"(81.8803888, 25.6339577)","(81.8772346, 25.6364137)"
8768,"(81.8772346, 25.6364137)","(81.874291, 25.6386475)"
8769,"(81.874291, 25.6386475)","(81.8708091, 25.6393324)"
8770,"(81.8708091, 25.6393324)","(81.8683689, 25.639808)"
8771,"(81.8683689, 25.639808)","(81.864961, 25.6404666)"
8772,"(81.864961, 25.6404666)","(81.8615507, 25.6411706)"
8773,"(81.8615507, 25.6411706)","(81.8581776, 25.6418238)"
8774,"(81.8581776, 25.6418238)","(81.8546481, 25.6425252)"
8775,"(81.8546481, 25.6425252)","(81.851605, 25.6445351)"
8776,"(81.851605, 25.6445351)","(81.8484579, 25.6466224)"
8777,"(81.8484579, 25.6466224)","(81.8453404, 25.6487292)"
8778,"(81.8453404, 25.6487292)","(81.8422892, 25.6507567)"
8779,"(81.8422892, 25.6507567)","(81.839256, 25.6527963)"
8780,"(81.839256, 25.6527963)","(81.8362003, 25.6548278)"
8781,"(81.8362003, 25.6548278)","(81.8334941, 25.6566412)"
8782,"(81.8334941, 25.6566412)","(81.8309, 25.6583738)"
8783,"(81.8309, 25.6583738)","(81.8280146, 25.66028)"
8784,"(81.8280146, 25.66028)","(81.8271633, 25.6632685)"
8785,"(81.8271633, 25.6632685)","(81.8263299, 25.6662247)"
8786,"(81.8263299, 25.6662247)","(81.8254473, 25.6693463)"
8787,"(81.8254473, 25.6693463)","(81.8246901, 25.6720478)"
8788,"(81.8246901, 25.6720478)","(81.8238612, 25.6749714)"
8789,"(81.8238612, 25.6749714)","(81.8230234, 25.6779071)"
8790,"(81.8230234, 25.6779071)","(81.82219, 25.6808467)"
8791,"(81.82219, 25.6808467)","(81.8205143, 25.6835561)"
8792,"(81.8205143, 25.6835561)","(81.8187042, 25.6864551)"
8793,"(81.8187042, 25.6864551)","(81.8172794, 25.6887001)"
8794,"(81.8172794, 25.6887001)","(81.8153753, 25.6917484)"
8795,"(81.8153753, 25.6917484)","(81.8135114, 25.6947361)"
8796,"(81.8135114, 25.6947361)","(81.8116655, 25.6974856)"
8797,"(81.8116655, 25.6974856)","(81.8098464, 25.7004126)"
8798,"(81.8098464, 25.7004126)","(81.8080363, 25.7032992)"
8799,"(81.8080363, 25.7032992)","(81.8062083, 25.7062018)"
8800,"(81.8062083, 25.7062018)","(81.8043086, 25.7092295)"
8801,"(81.8043086, 25.7092295)","(81.802951, 25.7128829)"
8802,"(81.802951, 25.7128829)","(81.8017906, 25.7160315)"
8803,"(81.8017906, 25.7160315)","(81.800545, 25.7193617)"
8804,"(81.800545, 25.7193617)","(81.799277, 25.7228008)"
8805,"(81.799277, 25.7228008)","(81.7980046, 25.7262156)"
8806,"(81.7980046, 25.7262156)","(81.7950789, 25.7279754)"
8807,"(81.7950789, 25.7279754)","(81.7921596, 25.7297405)"
8808,"(81.7921596, 25.7297405)","(81.7892966, 25.7314599)"
8809,"(81.7892966, 25.7314599)","(81.7856495, 25.7310684)"
8810,"(81.7856495, 25.7310684)","(81.7820128, 25.730653)"
8811,"(81.7820128, 25.730653)","(81.7785405, 25.730322)"
8812,"(81.7785405, 25.730322)","(81.775095, 25.7299507)"
8813,"(81.775095, 25.7299507)","(81.7715891, 25.7295874)"
8814,"(81.7715891, 25.7295874)","(81.7676732, 25.7291878)"
8815,"(81.7676732, 25.7291878)","(81.763475, 25.7287398)"
8816,"(81.763475, 25.7287398)","(81.760482, 25.7307095)"
8817,"(81.760482, 25.7307095)","(81.7576594, 25.7325621)"
8818,"(81.7576594, 25.7325621)","(81.7547605, 25.734459)"
8819,"(81.7547605, 25.734459)","(81.7515481, 25.7365699)"
8820,"(81.7515481, 25.7365699)","(81.7482729, 25.7386968)"
8821,"(81.7482729, 25.7386968)","(81.7450469, 25.7408116)"
8822,"(81.7450469, 25.7408116)","(81.7419151, 25.7428537)"
8823,"(81.7419151, 25.7428537)","(81.7387833, 25.74492)"
8824,"(81.7387833, 25.74492)","(81.7356604, 25.7469701)"
8825,"(81.7356604, 25.7469701)","(81.7325062, 25.7490404)"
8826,"(81.7325062, 25.7490404)","(81.7293699, 25.7510662)"
8827,"(81.7293699, 25.7510662)","(81.7277704, 25.7541493)"
8828,"(81.7277704, 25.7541493)","(81.7262112, 25.7571556)"
8829,"(81.7262112, 25.7571556)","(81.7249742, 25.7596917)"
8830,"(81.7249742, 25.7596917)","(81.7237364, 25.7619312)"
8831,"(81.7237364, 25.7619312)","(81.722958, 25.7633788)"
8832,"(81.722958, 25.7633788)","(81.7213271, 25.7665422)"
8833,"(81.7213271, 25.7665422)","(81.7196469, 25.7698145)"
8834,"(81.7196469, 25.7698145)","(81.7179533, 25.7729818)"
8835,"(81.7179533, 25.7729818)","(81.7164882, 25.7760321)"
8836,"(81.7164882, 25.7760321)","(81.7150321, 25.7790983)"
8837,"(81.7150321, 25.7790983)","(81.7134326, 25.7824026)"
8838,"(81.7134326, 25.7824026)","(81.7118476, 25.785696)"
8839,"(81.7118476, 25.785696)","(81.7102526, 25.7890242)"
8840,"(81.7102526, 25.7890242)","(81.7086799, 25.7922757)"
8841,"(81.7086799, 25.7922757)","(81.7070849, 25.7954263)"
8842,"(81.7070849, 25.7954263)","(81.7055795, 25.7983953)"
8843,"(81.7055795, 25.7983953)","(81.704074, 25.801344)"
8844,"(81.704074, 25.801344)","(81.7025417, 25.8043814)"
8845,"(81.7025417, 25.8043814)","(81.700987, 25.8074107)"
8846,"(81.700987, 25.8074107)","(81.6995264, 25.8102745)"
8847,"(81.6995264, 25.8102745)","(81.6981016, 25.8130656)"
8848,"(81.6981016, 25.8130656)","(81.6967664, 25.8157598)"
8849,"(81.6967664, 25.8157598)","(81.6953282, 25.8185871)"
8850,"(81.6953282, 25.8185871)","(81.6917528, 25.8199786)"
8851,"(81.6917528, 25.8199786)","(81.68809, 25.8214013)"
8852,"(81.68809, 25.8214013)","(81.6847098, 25.8227216)"
8853,"(81.6847098, 25.8227216)","(81.6812946, 25.8240302)"
8854,"(81.6812946, 25.8240302)","(81.6779318, 25.8253492)"
8855,"(81.6779318, 25.8253492)","(81.6742076, 25.8267784)"
8856,"(81.6742076, 25.8267784)","(81.6715946, 25.8279367)"
8857,"(81.6715946, 25.8279367)","(81.6678884, 25.8295563)"
8858,"(81.6678884, 25.8295563)","(81.6646804, 25.8309758)"
8859,"(81.6646804, 25.8309758)","(81.6612789, 25.8324631)"
8860,"(81.6612789, 25.8324631)","(81.6579454, 25.833931)"
8861,"(81.6579454, 25.833931)","(81.6546406, 25.8353924)"
8862,"(81.6546406, 25.8353924)","(81.6513251, 25.8368474)"
8863,"(81.6513251, 25.8368474)","(81.6477228, 25.8384314)"
8864,"(81.6477228, 25.8384314)","(81.6442281, 25.8399831)"
8865,"(81.6442281, 25.8399831)","(81.6407154, 25.8414896)"
8866,"(81.6407154, 25.8414896)","(81.6397262, 25.8448284)"
8867,"(81.6397262, 25.8448284)","(81.6387387, 25.8480598)"
8868,"(81.6387387, 25.8480598)","(81.637744, 25.8513702)"
8869,"(81.637744, 25.8513702)","(81.6367538, 25.8546321)"
8870,"(81.6367538, 25.8546321)","(81.6357816, 25.8579221)"
8871,"(81.6357816, 25.8579221)","(81.6347287, 25.8613572)"
8872,"(81.6347287, 25.8613572)","(81.6322017, 25.863494)"
8873,"(81.6322017, 25.863494)","(81.6296703, 25.8656751)"
8874,"(81.6296703, 25.8656751)","(81.6269014, 25.8680215)"
8875,"(81.6269014, 25.8680215)","(81.62411, 25.8703517)"
8876,"(81.62411, 25.8703517)","(81.6219684, 25.8730567)"
8877,"(81.6219684, 25.8730567)","(81.6196764, 25.8759271)"
8878,"(81.6196764, 25.8759271)","(81.6174297, 25.8787408)"
8879,"(81.6174297, 25.8787408)","(81.6152119, 25.8815585)"
8880,"(81.6152119, 25.8815585)","(81.6128328, 25.8845656)"
8881,"(81.6128328, 25.8845656)","(81.6106553, 25.887355)"
8882,"(81.6106553, 25.887355)","(81.6085002, 25.8900153)"
8883,"(81.6085002, 25.8900153)","(81.6062913, 25.8928449)"
8884,"(81.6062913, 25.8928449)","(81.6040063, 25.8956905)"
8885,"(81.6040063, 25.8956905)","(81.6011612, 25.8984312)"
8886,"(81.6011612, 25.8984312)","(81.5986432, 25.9007245)"
8887,"(81.5986432, 25.9007245)","(81.5960222, 25.9032798)"
8888,"(81.5960222, 25.9032798)","(81.5936117, 25.9055367)"
8889,"(81.5936117, 25.9055367)","(81.591264, 25.9077372)"
8890,"(81.591264, 25.9077372)","(81.5909369, 25.9112998)"
8891,"(81.5909369, 25.9112998)","(81.5906412, 25.9148462)"
8892,"(81.5906412, 25.9148462)","(81.5903231, 25.9184569)"
8893,"(81.5903231, 25.9184569)","(81.5900498, 25.9220716)"
8894,"(81.5900498, 25.9220716)","(81.5897272, 25.9256781)"
8895,"(81.5897272, 25.9256781)","(81.589427, 25.9292522)"
8896,"(81.589427, 25.9292522)","(81.5891178, 25.9327094)"
8897,"(81.5891178, 25.9327094)","(81.5888266, 25.9362551)"
8898,"(81.5888266, 25.9362551)","(81.5885309, 25.9397725)"
8899,"(81.5885309, 25.9397725)","(81.5882173, 25.9432778)"
8900,"(81.5882173, 25.9432778)","(81.5879305, 25.9466822)"
8901,"(81.5879305, 25.9466822)","(81.5859994, 25.9494338)"
8902,"(81.5859994, 25.9494338)","(81.584028, 25.9521411)"
8903,"(81.584028, 25.9521411)","(81.5820432, 25.9549611)"
8904,"(81.5820432, 25.9549611)","(81.5800181, 25.9577609)"
8905,"(81.5800181, 25.9577609)","(81.578078, 25.9604881)"
8906,"(81.578078, 25.9604881)","(81.5761335, 25.9632797)"
8907,"(81.5761335, 25.9632797)","(81.5740187, 25.9662243)"
8908,"(81.5740187, 25.9662243)","(81.5719891, 25.9690601)"
8909,"(81.5719891, 25.9690601)","(81.5701252, 25.9716421)"
8910,"(81.5701252, 25.9716421)","(81.5678133, 25.9726692)"
8911,"(81.5678133, 25.9726692)","(81.5655373, 25.9737245)"
8912,"(81.5655373, 25.9737245)","(81.5621411, 25.9752672)"
8913,"(81.5621411, 25.9752672)","(81.5587181, 25.9767373)"
8914,"(81.5587181, 25.9767373)","(81.5552412, 25.978292)"
8915,"(81.5552412, 25.978292)","(81.5516972, 25.9798749)"
8916,"(81.5516972, 25.9798749)","(81.5481173, 25.9814658)"
8917,"(81.5481173, 25.9814658)","(81.5445823, 25.9830245)"
8918,"(81.5445823, 25.9830245)","(81.5409979, 25.9846114)"
8919,"(81.5409979, 25.9846114)","(81.537515, 25.9862035)"
8920,"(81.537515, 25.9862035)","(81.5338888, 25.9877892)"
8921,"(81.5338888, 25.9877892)","(81.5316183, 25.9901463)"
8922,"(81.5316183, 25.9901463)","(81.5293019, 25.9925989)"
8923,"(81.5293019, 25.9925989)","(81.5268332, 25.9951079)"
8924,"(81.5268332, 25.9951079)","(81.5244227, 25.9975604)"
8925,"(81.5244227, 25.9975604)","(81.5225177, 25.9995415)"
8926,"(81.5225177, 25.9995415)","(81.5203276, 26.0018501)"
8927,"(81.5203276, 26.0018501)","(81.5178164, 26.0044368)"
8928,"(81.5178164, 26.0044368)","(81.5153884, 26.0069334)"
8929,"(81.5153884, 26.0069334)","(81.5130664, 26.0093346)"
8930,"(81.5130664, 26.0093346)","(81.5107782, 26.0116956)"
8931,"(81.5107782, 26.0116956)","(81.5084836, 26.0140528)"
8932,"(81.5084836, 26.0140528)","(81.5060471, 26.0165339)"
8933,"(81.5060471, 26.0165339)","(81.5034809, 26.0192772)"
8934,"(81.5034809, 26.0192772)","(81.5009431, 26.0220496)"
8935,"(81.5009431, 26.0220496)","(81.498308, 26.0248802)"
8936,"(81.498308, 26.0248802)","(81.4959364, 26.0274922)"
8937,"(81.4959364, 26.0274922)","(81.4934229, 26.0301806)"
8938,"(81.4934229, 26.0301806)","(81.4910473, 26.0327487)"
8939,"(81.4910473, 26.0327487)","(81.4885216, 26.0354042)"
8940,"(81.4885216, 26.0354042)","(81.4862189, 26.0378921)"
8941,"(81.4862189, 26.0378921)","(81.4839041, 26.0404528)"
8942,"(81.4839041, 26.0404528)","(81.4813784, 26.0431628)"
8943,"(81.4813784, 26.0431628)","(81.4790028, 26.0456869)"
8944,"(81.4790028, 26.0456869)","(81.4768623, 26.0480362)"
8945,"(81.4768623, 26.0480362)","(81.4738542, 26.0504327)"
8946,"(81.4738542, 26.0504327)","(81.4709312, 26.0527491)"
8947,"(81.4709312, 26.0527491)","(81.4689286, 26.0544063)"
8948,"(81.4689286, 26.0544063)","(81.466034, 26.0566534)"
8949,"(81.466034, 26.0566534)","(81.463184, 26.0589769)"
8950,"(81.463184, 26.0589769)","(81.4603867, 26.0612895)"
8951,"(81.4603867, 26.0612895)","(81.4574663, 26.0649059)"
8952,"(81.4574663, 26.0649059)","(81.4557271, 26.0672074)"
8953,"(81.4557271, 26.0672074)","(81.4535785, 26.0698403)"
8954,"(81.4535785, 26.0698403)","(81.4514258, 26.0726443)"
8955,"(81.4514258, 26.0726443)","(81.4496015, 26.0748619)"
8956,"(81.4496015, 26.0748619)","(81.447234, 26.0781318)"
8957,"(81.447234, 26.0781318)","(81.444688, 26.0812306)"
8958,"(81.444688, 26.0812306)","(81.4424583, 26.0840961)"
8959,"(81.4424583, 26.0840961)","(81.4408773, 26.0862298)"
8960,"(81.4408773, 26.0862298)","(81.438384, 26.0892992)"
8961,"(81.438384, 26.0892992)","(81.4372611, 26.0923976)"
8962,"(81.4372611, 26.0923976)","(81.4361624, 26.0954704)"
8963,"(81.4361624, 26.0954704)","(81.4349341, 26.0990128)"
8964,"(81.4349341, 26.0990128)","(81.4336814, 26.1023331)"
8965,"(81.4336814, 26.1023331)","(81.4324733, 26.1057005)"
8966,"(81.4324733, 26.1057005)","(81.4299274, 26.1079685)"
8967,"(81.4299274, 26.1079685)","(81.4271179, 26.1104621)"
8968,"(81.4271179, 26.1104621)","(81.4243166, 26.1129193)"
8969,"(81.4243166, 26.1129193)","(81.4215234, 26.1153655)"
8970,"(81.4215234, 26.1153655)","(81.4186085, 26.1179026)"
8971,"(81.4186085, 26.1179026)","(81.4159815, 26.1202687)"
8972,"(81.4159815, 26.1202687)","(81.4130667, 26.1228348)"
8973,"(81.4130667, 26.1228348)","(81.4105735, 26.1249605)"
8974,"(81.4105735, 26.1249605)","(81.4082505, 26.1270243)"
8975,"(81.4082505, 26.1270243)","(81.4064465, 26.1286403)"
8976,"(81.4064465, 26.1286403)","(81.4038722, 26.1309042)"
8977,"(81.4038722, 26.1309042)","(81.4011012, 26.1332783)"
8978,"(81.4011012, 26.1332783)","(81.3984052, 26.1356567)"
8979,"(81.3984052, 26.1356567)","(81.3963174, 26.1386361)"
8980,"(81.3963174, 26.1386361)","(81.3941937, 26.141638)"
8981,"(81.3941937, 26.141638)","(81.3921096, 26.1445655)"
8982,"(81.3921096, 26.1445655)","(81.3899823, 26.147606)"
8983,"(81.3899823, 26.147606)","(81.3877974, 26.1507176)"
8984,"(81.3877974, 26.1507176)","(81.3856629, 26.1537257)"
8985,"(81.3856629, 26.1537257)","(81.3836436, 26.1566109)"
8986,"(81.3836436, 26.1566109)","(81.3813435, 26.1598966)"
8987,"(81.3813435, 26.1598966)","(81.3793242, 26.1626977)"
8988,"(81.3793242, 26.1626977)","(81.3767937, 26.1650658)"
8989,"(81.3767937, 26.1650658)","(81.3742021, 26.1675501)"
8990,"(81.3742021, 26.1675501)","(81.3717328, 26.1698665)"
8991,"(81.3717328, 26.1698665)","(81.3696235, 26.1727513)"
8992,"(81.3696235, 26.1727513)","(81.3674314, 26.1756683)"
8993,"(81.3674314, 26.1756683)","(81.3653293, 26.1785013)"
8994,"(81.3653293, 26.1785013)","(81.36295, 26.1817122)"
8995,"(81.36295, 26.1817122)","(81.3608551, 26.1845321)"
8996,"(81.3608551, 26.1845321)","(81.3586741, 26.1874567)"
8997,"(81.3586741, 26.1874567)","(81.3563848, 26.1905607)"
8998,"(81.3563848, 26.1905607)","(81.3542467, 26.1934547)"
8999,"(81.3542467, 26.1934547)","(81.352069, 26.1963744)"
9000,"(81.352069, 26.1963744)","(81.3498741, 26.1993303)"
9001,"(81.3498741, 26.1993303)","(81.3477935, 26.202136)"
9002,"(81.3477935, 26.202136)","(81.345682, 26.2051319)"
9003,"(81.345682, 26.2051319)","(81.3451162, 26.2087805)"
9004,"(81.3451162, 26.2087805)","(81.3446009, 26.2121524)"
9005,"(81.3446009, 26.2121524)","(81.3440503, 26.2157645)"
9006,"(81.3440503, 26.2157645)","(81.3436361, 26.2185245)"
9007,"(81.3436361, 26.2185245)","(81.343045, 26.2223856)"
9008,"(81.343045, 26.2223856)","(81.3424843, 26.2260925)"
9009,"(81.3424843, 26.2260925)","(81.3418882, 26.2295636)"
9010,"(81.3418882, 26.2295636)","(81.3411102, 26.2320831)"
9011,"(81.3411102, 26.2320831)","(81.3380995, 26.234453)"
9012,"(81.3380995, 26.234453)","(81.335311, 26.2366325)"
9013,"(81.335311, 26.2366325)","(81.3327801, 26.2386353)"
9014,"(81.3327801, 26.2386353)","(81.3298653, 26.2409326)"
9015,"(81.3298653, 26.2409326)","(81.3277941, 26.2425729)"
9016,"(81.3277941, 26.2425729)","(81.3256573, 26.2446571)"
9017,"(81.3256573, 26.2446571)","(81.3233436, 26.2469497)"
9018,"(81.3233436, 26.2469497)","(81.3211916, 26.2490293)"
9019,"(81.3211916, 26.2490293)","(81.3194367, 26.2507936)"
9020,"(81.3194367, 26.2507936)","(81.3171493, 26.2530516)"
9021,"(81.3171493, 26.2530516)","(81.3143002, 26.2558714)"
9022,"(81.3143002, 26.2558714)","(81.3118956, 26.2582598)"
9023,"(81.3118956, 26.2582598)","(81.3094789, 26.2606301)"
9024,"(81.3094789, 26.2606301)","(81.3072077, 26.2628807)"
9025,"(81.3072077, 26.2628807)","(81.3047748, 26.265269)"
9026,"(81.3047748, 26.265269)","(81.3023922, 26.2676587)"
9027,"(81.3023922, 26.2676587)","(81.3002616, 26.2698563)"
9028,"(81.3002616, 26.2698563)","(81.2985675, 26.2713812)"
9029,"(81.2985675, 26.2713812)","(81.2976009, 26.2737986)"
9030,"(81.2976009, 26.2737986)","(81.2965857, 26.2762077)"
9031,"(81.2965857, 26.2762077)","(81.2950565, 26.2781036)"
9032,"(81.2950565, 26.2781036)","(81.2936146, 26.2798516)"
9033,"(81.2936146, 26.2798516)","(81.2919532, 26.2818482)"
9034,"(81.2919532, 26.2818482)","(81.2901649, 26.2839847)"
9035,"(81.2901649, 26.2839847)","(81.2876806, 26.2858784)"
9036,"(81.2876806, 26.2858784)","(81.2852011, 26.2878111)"
9037,"(81.2852011, 26.2878111)","(81.2824606, 26.2898998)"
9038,"(81.2824606, 26.2898998)","(81.2797201, 26.2919798)"
9039,"(81.2797201, 26.2919798)","(81.277028, 26.2940511)"
9040,"(81.277028, 26.2940511)","(81.2743841, 26.2960531)"
9041,"(81.2743841, 26.2960531)","(81.2708268, 26.2972143)"
9042,"(81.2708268, 26.2972143)","(81.2674145, 26.2983409)"
9043,"(81.2674145, 26.2983409)","(81.2643019, 26.2993722)"
9044,"(81.2643019, 26.2993722)","(81.2609331, 26.3004901)"
9045,"(81.2609331, 26.3004901)","(81.2574772, 26.3016297)"
9046,"(81.2574772, 26.3016297)","(81.2539344, 26.3027909)"
9047,"(81.2539344, 26.3027909)","(81.2516, 26.304888)"
9048,"(81.2516, 26.304888)","(81.2489675, 26.3072541)"
9049,"(81.2489675, 26.3072541)","(81.2460861, 26.3098067)"
9050,"(81.2460861, 26.3098067)","(81.2433835, 26.3122029)"
9051,"(81.2433835, 26.3122029)","(81.2406382, 26.3146594)"
9052,"(81.2406382, 26.3146594)","(81.2374773, 26.3174885)"
9053,"(81.2374773, 26.3174885)","(81.2350413, 26.3196416)"
9054,"(81.2350413, 26.3196416)","(81.2324651, 26.3219723)"
9055,"(81.2324651, 26.3219723)","(81.2298503, 26.3243204)"
9056,"(81.2298503, 26.3243204)","(81.2272113, 26.3266726)"
9057,"(81.2272113, 26.3266726)","(81.224698, 26.3289079)"
9058,"(81.224698, 26.3289079)","(81.2221025, 26.3312255)"
9059,"(81.2221025, 26.3312255)","(81.2199372, 26.3331488)"
9060,"(81.2199372, 26.3331488)","(81.2179072, 26.3349595)"
9061,"(81.2179072, 26.3349595)","(81.2156066, 26.3379613)"
9062,"(81.2156066, 26.3379613)","(81.2133494, 26.340924)"
9063,"(81.2133494, 26.340924)","(81.2109956, 26.3439603)"
9064,"(81.2109956, 26.3439603)","(81.2088871, 26.3467118)"
9065,"(81.2088871, 26.3467118)","(81.2065767, 26.3497512)"
9066,"(81.2065767, 26.3497512)","(81.2042326, 26.3528003)"
9067,"(81.2042326, 26.3528003)","(81.2020769, 26.3556067)"
9068,"(81.2020769, 26.3556067)","(81.1997908, 26.358608)"
9069,"(81.1997908, 26.358608)","(81.197495, 26.3616092)"
9070,"(81.197495, 26.3616092)","(81.1951266, 26.3646926)"
9071,"(81.1951266, 26.3646926)","(81.192855, 26.3676504)"
9072,"(81.192855, 26.3676504)","(81.1905012, 26.3707293)"
9073,"(81.1905012, 26.3707293)","(81.1882778, 26.3736089)"
9074,"(81.1882778, 26.3736089)","(81.1860642, 26.3764972)"
9075,"(81.1860642, 26.3764972)","(81.1836669, 26.3796148)"
9076,"(81.1836669, 26.3796148)","(81.1813179, 26.3826847)"
9077,"(81.1813179, 26.3826847)","(81.1791127, 26.3856269)"
9078,"(81.1791127, 26.3856269)","(81.1770211, 26.3884174)"
9079,"(81.1770211, 26.3884174)","(81.1749524, 26.3912446)"
9080,"(81.1749524, 26.3912446)","(81.1729176, 26.3940415)"
9081,"(81.1729176, 26.3940415)","(81.1708344, 26.3968816)"
9082,"(81.1708344, 26.3968816)","(81.1686933, 26.3997866)"
9083,"(81.1686933, 26.3997866)","(81.1667503, 26.402449)"
9084,"(81.1667503, 26.402449)","(81.1644593, 26.4055443)"
9085,"(81.1644593, 26.4055443)","(81.1622215, 26.4086049)"
