Line,bus0,bus1
415,"(80.8275752, 26.8700692)","(80.8294428, 26.8732521)"
416,"(80.8294428, 26.8732521)","(80.8305815, 26.8765793)"
417,"(80.8305815, 26.8765793)","(80.8316596, 26.8800961)"
418,"(80.8316596, 26.8800961)","(80.8313407, 26.8822088)"
419,"(80.8313407, 26.8822088)","(80.8331729, 26.8846239)"
420,"(80.8331729, 26.8846239)","(80.8353948, 26.8873956)"
421,"(80.8353948, 26.8873956)","(80.8376369, 26.890262)"
422,"(80.8376369, 26.890262)","(80.8411696, 26.8923294)"
423,"(80.8411696, 26.8923294)","(80.8444898, 26.894302)"
424,"(80.8444898, 26.894302)","(80.8477087, 26.8962339)"
425,"(80.8477087, 26.8962339)","(80.8489032, 26.8995153)"
426,"(80.8489032, 26.8995153)","(80.8499914, 26.9023905)"
427,"(80.8499914, 26.9023905)","(80.8512061, 26.9056446)"
428,"(80.8512061, 26.9056446)","(80.8524663, 26.9090612)"
429,"(80.8524663, 26.9090612)","(80.8537063, 26.9123829)"
430,"(80.8537063, 26.9123829)","(80.8555233, 26.9155691)"
431,"(80.8555233, 26.9155691)","(80.8576136, 26.9180918)"
432,"(80.8576136, 26.9180918)","(80.8598101, 26.9207318)"
433,"(80.8598101, 26.9207318)","(80.8621181, 26.9235839)"
434,"(80.8621181, 26.9235839)","(80.8643567, 26.9262359)"
435,"(80.8643567, 26.9262359)","(80.866493, 26.9287978)"
436,"(80.866493, 26.9287978)","(80.8687215, 26.9314703)"
437,"(80.8687215, 26.9314703)","(80.8710085, 26.9342774)"
438,"(80.8710085, 26.9342774)","(80.8723322, 26.9359064)"
439,"(80.8723322, 26.9359064)","(80.8742675, 26.9375202)"
440,"(80.8742675, 26.9375202)","(80.8762527, 26.9392016)"
441,"(80.8762527, 26.9392016)","(80.878353, 26.9418372)"
442,"(80.878353, 26.9418372)","(80.8804867, 26.9446065)"
443,"(80.8804867, 26.9446065)","(80.8827605, 26.9474865)"
444,"(80.8827605, 26.9474865)","(80.8847133, 26.9499955)"
445,"(80.8847133, 26.9499955)","(80.8860758, 26.9517823)"
446,"(80.8547104, 26.8765177)","(80.8539781, 26.8757404)"
447,"(80.8539781, 26.8757404)","(80.8537666, 26.8750908)"
448,"(80.8537666, 26.8750908)","(80.853032, 26.872843)"
449,"(80.853032, 26.872843)","(80.8520555, 26.8699356)"
450,"(80.8520555, 26.8699356)","(80.8537996, 26.8673507)"
451,"(80.8537996, 26.8673507)","(80.855475, 26.8648271)"
452,"(80.855475, 26.8648271)","(80.8571607, 26.8623095)"
453,"(80.8571607, 26.8623095)","(80.8588465, 26.8597827)"
454,"(80.8588465, 26.8597827)","(80.8605356, 26.8572222)"
455,"(80.8605356, 26.8572222)","(80.8620179, 26.8550289)"
456,"(80.8620179, 26.8550289)","(80.8623758, 26.8544992)"
457,"(80.8623758, 26.8544992)","(80.8640718, 26.8534639)"
458,"(80.8640718, 26.8534639)","(80.866293, 26.8520835)"
459,"(80.866293, 26.8520835)","(80.8692078, 26.8503039)"
460,"(80.8692078, 26.8503039)","(80.8721294, 26.8485089)"
461,"(80.8721294, 26.8485089)","(80.8757824, 26.8479391)"
462,"(80.8757824, 26.8479391)","(80.879136, 26.847449)"
463,"(80.879136, 26.847449)","(80.8823811, 26.846913)"
464,"(80.8823811, 26.846913)","(80.8859628, 26.8468139)"
465,"(80.8859628, 26.8468139)","(80.8883743, 26.8467485)"
466,"(80.8600032, 27.0281792)","(80.8606778, 27.0280231)"
467,"(80.8606778, 27.0280231)","(80.8611156, 27.0265585)"
468,"(80.8611156, 27.0265585)","(80.8640569, 27.0255362)"
469,"(80.8640569, 27.0255362)","(80.8671583, 27.0244187)"
470,"(80.8671583, 27.0244187)","(80.870137, 27.024723)"
471,"(80.870137, 27.024723)","(80.8732811, 27.0240953)"
472,"(80.8732811, 27.0240953)","(80.8768737, 27.0231395)"
473,"(80.8768737, 27.0231395)","(80.8803328, 27.0222027)"
474,"(80.8803328, 27.0222027)","(80.8840122, 27.0211783)"
475,"(80.8840122, 27.0211783)","(80.8873731, 27.0202691)"
476,"(80.8873731, 27.0202691)","(80.8892265, 27.0201435)"
477,"(80.8892265, 27.0201435)","(80.8914984, 27.0199533)"
478,"(80.8914984, 27.0199533)","(80.8942529, 27.0190441)"
479,"(80.8942529, 27.0190441)","(80.8972892, 27.0180549)"
480,"(80.8972892, 27.0180549)","(80.9004707, 27.0169935)"
481,"(80.9004707, 27.0169935)","(80.9033592, 27.0160232)"
482,"(80.9033592, 27.0160232)","(80.9062316, 27.0150912)"
483,"(80.9062316, 27.0150912)","(80.9101305, 27.0149847)"
484,"(80.9101305, 27.0149847)","(80.9130473, 27.0148858)"
485,"(80.9130473, 27.0148858)","(80.9163185, 27.0149809)"
486,"(80.9163185, 27.0149809)","(80.9203883, 27.015194)"
487,"(80.9203883, 27.015194)","(80.9236253, 27.013695)"
488,"(80.9236253, 27.013695)","(80.9265292, 27.0123786)"
489,"(80.9265292, 27.0123786)","(80.9282758, 27.0095137)"
490,"(80.9282758, 27.0095137)","(80.9301463, 27.006409)"
491,"(80.9301463, 27.006409)","(80.9329905, 27.0043429)"
492,"(80.9329905, 27.0043429)","(80.9358645, 27.0022502)"
493,"(80.9358645, 27.0022502)","(80.9387428, 27.0001004)"
494,"(80.9387428, 27.0001004)","(80.9416596, 26.9979582)"
495,"(80.9416596, 26.9979582)","(80.9445146, 26.9958309)"
496,"(80.9445146, 26.9958309)","(80.9480151, 26.9949722)"
497,"(80.9480151, 26.9949722)","(80.9515966, 26.9950378)"
498,"(80.9515966, 26.9950378)","(80.9550328, 26.9950859)"
499,"(80.9550328, 26.9950859)","(80.9590355, 26.9951705)"
500,"(80.9590355, 26.9951705)","(80.9627543, 26.995219)"
501,"(80.9627543, 26.995219)","(80.9663287, 26.9952601)"
502,"(80.9663287, 26.9952601)","(80.9700499, 26.9953427)"
503,"(80.9700499, 26.9953427)","(80.9736284, 26.9953954)"
504,"(80.9736284, 26.9953954)","(80.9771694, 26.9954921)"
505,"(80.9771694, 26.9954921)","(80.9791946, 26.9971745)"
506,"(80.9791946, 26.9971745)","(80.9810992, 26.9981989)"
507,"(80.9810992, 26.9981989)","(80.9835704, 26.998746)"
508,"(80.9835704, 26.998746)","(80.9865741, 27.0002624)"
509,"(80.9865741, 27.0002624)","(80.9888853, 26.9997147)"
510,"(80.9888853, 26.9997147)","(80.992037, 26.9972764)"
511,"(80.992037, 26.9972764)","(80.994991, 26.9949078)"
512,"(80.994991, 26.9949078)","(80.9975695, 26.9928649)"
513,"(80.9975695, 26.9928649)","(81.0003805, 26.9906028)"
514,"(81.0003805, 26.9906028)","(81.0015734, 26.9876893)"
515,"(81.0015734, 26.9876893)","(81.002753, 26.9848767)"
516,"(81.002753, 26.9848767)","(81.0039492, 26.9818387)"
517,"(81.0039492, 26.9818387)","(81.0052152, 26.9787265)"
518,"(81.0052152, 26.9787265)","(81.0080661, 26.9772607)"
519,"(81.0080661, 26.9772607)","(81.0112228, 26.975632)"
520,"(81.0112228, 26.975632)","(81.0138644, 26.9742758)"
521,"(81.0138644, 26.9742758)","(81.0149304, 26.9718417)"
522,"(81.0149304, 26.9718417)","(81.0161756, 26.9691924)"
523,"(81.0161756, 26.9691924)","(81.0174663, 26.9665673)"
524,"(81.0174663, 26.9665673)","(81.018585, 26.9639613)"
525,"(81.018585, 26.9639613)","(81.0198818, 26.9632295)"
526,"(80.8600032, 27.0281792)","(80.8606778, 27.0280231)"
527,"(80.8606778, 27.0280231)","(80.8611156, 27.0265585)"
528,"(80.8611156, 27.0265585)","(80.8640569, 27.0255362)"
529,"(80.8640569, 27.0255362)","(80.8671583, 27.0244187)"
530,"(80.8671583, 27.0244187)","(80.870137, 27.024723)"
531,"(80.870137, 27.024723)","(80.8732811, 27.0240953)"
532,"(80.8732811, 27.0240953)","(80.8768737, 27.0231395)"
533,"(80.8768737, 27.0231395)","(80.8803328, 27.0222027)"
534,"(80.8803328, 27.0222027)","(80.8840122, 27.0211783)"
535,"(80.8840122, 27.0211783)","(80.8873731, 27.0202691)"
536,"(80.8873731, 27.0202691)","(80.8892265, 27.0201435)"
537,"(80.8892265, 27.0201435)","(80.8914984, 27.0199533)"
538,"(80.8914984, 27.0199533)","(80.8942529, 27.0190441)"
539,"(80.8942529, 27.0190441)","(80.8972892, 27.0180549)"
540,"(80.8972892, 27.0180549)","(80.9004707, 27.0169935)"
541,"(80.9004707, 27.0169935)","(80.9033592, 27.0160232)"
542,"(80.9033592, 27.0160232)","(80.9062316, 27.0150912)"
543,"(80.9062316, 27.0150912)","(80.9101305, 27.0149847)"
544,"(80.9101305, 27.0149847)","(80.9130473, 27.0148858)"
545,"(80.9130473, 27.0148858)","(80.9163185, 27.0149809)"
546,"(80.9163185, 27.0149809)","(80.9203883, 27.015194)"
547,"(80.9203883, 27.015194)","(80.9236253, 27.013695)"
548,"(80.9236253, 27.013695)","(80.9265292, 27.0123786)"
549,"(80.9265292, 27.0123786)","(80.9282758, 27.0095137)"
550,"(80.9282758, 27.0095137)","(80.9301463, 27.006409)"
551,"(80.9301463, 27.006409)","(80.9329905, 27.0043429)"
552,"(80.9329905, 27.0043429)","(80.9358645, 27.0022502)"
553,"(80.9358645, 27.0022502)","(80.9387428, 27.0001004)"
554,"(80.9387428, 27.0001004)","(80.9416596, 26.9979582)"
555,"(80.9416596, 26.9979582)","(80.9445146, 26.9958309)"
556,"(80.9445146, 26.9958309)","(80.9480151, 26.9949722)"
557,"(80.9480151, 26.9949722)","(80.9515966, 26.9950378)"
558,"(80.9515966, 26.9950378)","(80.9550328, 26.9950859)"
559,"(80.9550328, 26.9950859)","(80.9590355, 26.9951705)"
560,"(80.9590355, 26.9951705)","(80.9627543, 26.995219)"
561,"(80.9627543, 26.995219)","(80.9663287, 26.9952601)"
562,"(80.9663287, 26.9952601)","(80.9700499, 26.9953427)"
563,"(80.9700499, 26.9953427)","(80.9736284, 26.9953954)"
564,"(80.9736284, 26.9953954)","(80.9771694, 26.9954921)"
565,"(80.9771694, 26.9954921)","(80.9791946, 26.9971745)"
566,"(80.9791946, 26.9971745)","(80.9810992, 26.9981989)"
567,"(80.9810992, 26.9981989)","(80.9835704, 26.998746)"
568,"(80.9835704, 26.998746)","(80.9865741, 27.0002624)"
569,"(80.9865741, 27.0002624)","(80.9888853, 26.9997147)"
570,"(80.9888853, 26.9997147)","(80.992037, 26.9972764)"
571,"(80.992037, 26.9972764)","(80.994991, 26.9949078)"
572,"(80.994991, 26.9949078)","(80.9975695, 26.9928649)"
573,"(80.9975695, 26.9928649)","(81.0003805, 26.9906028)"
574,"(81.0003805, 26.9906028)","(81.0015734, 26.9876893)"
575,"(81.0015734, 26.9876893)","(81.002753, 26.9848767)"
576,"(81.002753, 26.9848767)","(81.0039492, 26.9818387)"
577,"(81.0039492, 26.9818387)","(81.0052152, 26.9787265)"
578,"(81.0052152, 26.9787265)","(81.0080661, 26.9772607)"
579,"(81.0080661, 26.9772607)","(81.0112228, 26.975632)"
580,"(81.0112228, 26.975632)","(81.0138644, 26.9742758)"
581,"(81.0138644, 26.9742758)","(81.0149304, 26.9718417)"
582,"(81.0149304, 26.9718417)","(81.0161756, 26.9691924)"
583,"(81.0161756, 26.9691924)","(81.0174663, 26.9665673)"
584,"(81.0174663, 26.9665673)","(81.018585, 26.9639613)"
585,"(81.018585, 26.9639613)","(81.0198818, 26.9632295)"
586,"(80.9722752, 26.929965)","(80.971951, 26.9303693)"
587,"(80.971951, 26.9303693)","(80.9725272, 26.9320399)"
588,"(80.9725272, 26.9320399)","(80.9705755, 26.9341073)"
589,"(80.9705755, 26.9341073)","(80.9685542, 26.9365675)"
590,"(80.9685542, 26.9365675)","(80.9665371, 26.9389572)"
591,"(80.9665371, 26.9389572)","(80.9649465, 26.9408758)"
592,"(80.9649465, 26.9408758)","(80.9641341, 26.9442938)"
593,"(80.9641341, 26.9442938)","(80.9637444, 26.946035)"
594,"(80.9637444, 26.946035)","(80.9625627, 26.9495638)"
595,"(80.9625627, 26.9495638)","(80.9602734, 26.9507524)"
596,"(80.9602734, 26.9507524)","(80.9578041, 26.9520593)"
597,"(80.9578041, 26.9520593)","(80.9552308, 26.9534648)"
598,"(80.9552308, 26.9534648)","(80.9524342, 26.9549436)"
599,"(80.9524342, 26.9549436)","(80.9512181, 26.9581275)"
600,"(80.9512181, 26.9581275)","(80.9530598, 26.9608301)"
601,"(80.9530598, 26.9608301)","(80.9557965, 26.9626923)"
602,"(80.9557965, 26.9626923)","(80.9587165, 26.9646383)"
603,"(80.9587165, 26.9646383)","(80.9616902, 26.9666723)"
604,"(80.9616902, 26.9666723)","(80.9645182, 26.9685852)"
605,"(80.9645182, 26.9685852)","(80.9649344, 26.9715317)"
606,"(80.9649344, 26.9715317)","(80.9666539, 26.9751694)"
607,"(80.9666539, 26.9751694)","(80.9687891, 26.976981)"
608,"(80.9687891, 26.976981)","(80.9710055, 26.9788268)"
609,"(80.9710055, 26.9788268)","(80.9732133, 26.9806802)"
610,"(80.9732133, 26.9806802)","(80.9767536, 26.9811254)"
611,"(80.9767536, 26.9811254)","(80.9796443, 26.981496)"
612,"(80.9796443, 26.981496)","(80.9824201, 26.9818623)"
613,"(80.9824201, 26.9818623)","(80.9853564, 26.9821804)"
614,"(80.9853564, 26.9821804)","(80.9886081, 26.980703)"
615,"(80.9886081, 26.980703)","(80.9917473, 26.9792774)"
616,"(80.9917473, 26.9792774)","(80.9933244, 26.9769478)"
617,"(80.9933244, 26.9769478)","(80.9949764, 26.9745904)"
618,"(80.9949764, 26.9745904)","(80.9966077, 26.9721737)"
619,"(80.9966077, 26.9721737)","(80.9980767, 26.9699472)"
620,"(80.9980767, 26.9699472)","(81.0006049, 26.9684514)"
621,"(81.0006049, 26.9684514)","(81.0036326, 26.9666282)"
622,"(81.0036326, 26.9666282)","(81.0062718, 26.9664037)"
623,"(81.0062718, 26.9664037)","(81.0098906, 26.9661426)"
624,"(81.0098906, 26.9661426)","(81.0126931, 26.9649056)"
625,"(81.0126931, 26.9649056)","(81.0158519, 26.9634869)"
626,"(81.0158519, 26.9634869)","(81.0176476, 26.9624939)"
627,"(81.0176476, 26.9624939)","(81.0186604, 26.9621402)"
628,"(81.0543554, 26.9087507)","(81.0536368, 26.9089654)"
629,"(81.0536368, 26.9089654)","(81.0524964, 26.9089609)"
630,"(81.0524964, 26.9089609)","(81.0500732, 26.9103869)"
631,"(81.0500732, 26.9103869)","(81.0489949, 26.9110495)"
632,"(81.0221238, 27.0195135)","(81.0226823, 27.0202243)"
633,"(81.0226823, 27.0202243)","(81.0202717, 27.0216693)"
634,"(81.0202717, 27.0216693)","(81.0180992, 27.0223717)"
635,"(81.0180992, 27.0223717)","(81.0162594, 27.0214169)"
636,"(81.0162594, 27.0214169)","(81.0160819, 27.0194279)"
637,"(81.0160819, 27.0194279)","(81.013451, 27.0162838)"
638,"(81.013451, 27.0162838)","(81.0134767, 27.0130711)"
639,"(81.0134767, 27.0130711)","(81.0146097, 27.0119113)"
640,"(81.0146097, 27.0119113)","(81.0143081, 27.0086463)"
641,"(81.0143081, 27.0086463)","(81.0140007, 27.0064278)"
642,"(81.0140007, 27.0064278)","(81.0132842, 27.0043756)"
643,"(81.0132842, 27.0043756)","(81.0141326, 27.0015017)"
644,"(81.0141326, 27.0015017)","(81.0158022, 26.999115)"
645,"(81.0158022, 26.999115)","(81.0166664, 26.997849)"
646,"(81.0166664, 26.997849)","(81.0169284, 26.9965224)"
647,"(81.0169284, 26.9965224)","(81.0190247, 26.9953392)"
648,"(81.0190247, 26.9953392)","(81.0196333, 26.9940525)"
649,"(81.0196333, 26.9940525)","(81.021994, 26.99368)"
650,"(81.021994, 26.99368)","(81.0256464, 26.9926183)"
651,"(81.0256464, 26.9926183)","(81.0296397, 26.9927985)"
652,"(81.0296397, 26.9927985)","(81.0333739, 26.9914471)"
653,"(81.0333739, 26.9914471)","(81.0360069, 26.9904326)"
654,"(81.0360069, 26.9904326)","(81.0389167, 26.9908673)"
655,"(81.0389167, 26.9908673)","(81.041734, 26.9880334)"
656,"(81.041734, 26.9880334)","(81.0446861, 26.9856425)"
657,"(81.0446861, 26.9856425)","(81.0472798, 26.9829033)"
658,"(81.0472798, 26.9829033)","(81.0507696, 26.9809021)"
659,"(81.0507696, 26.9809021)","(81.0524467, 26.9797411)"
660,"(81.0524467, 26.9797411)","(81.0524103, 26.9776741)"
661,"(81.0524103, 26.9776741)","(81.0557359, 26.975157)"
662,"(81.0557359, 26.975157)","(81.0577471, 26.9726206)"
663,"(81.0577471, 26.9726206)","(81.0600601, 26.969772)"
664,"(81.0600601, 26.969772)","(81.0624126, 26.9668571)"
665,"(81.0624126, 26.9668571)","(81.0646134, 26.9640919)"
666,"(81.0646134, 26.9640919)","(81.0668881, 26.9612207)"
667,"(81.0668881, 26.9612207)","(81.069918, 26.9599458)"
668,"(81.069918, 26.9599458)","(81.0733365, 26.9585609)"
669,"(81.0733365, 26.9585609)","(81.0768272, 26.9571944)"
670,"(81.0768272, 26.9571944)","(81.0804994, 26.9556931)"
671,"(81.0804994, 26.9556931)","(81.0811246, 26.9540499)"
672,"(81.0811246, 26.9540499)","(81.0823604, 26.9509875)"
673,"(81.0823604, 26.9509875)","(81.0834425, 26.9482226)"
674,"(81.0834425, 26.9482226)","(81.0845456, 26.9454049)"
675,"(81.0845456, 26.9454049)","(81.0857481, 26.9424356)"
676,"(81.0857481, 26.9424356)","(81.0852235, 26.9395419)"
677,"(81.0852235, 26.9395419)","(81.0846866, 26.9366372)"
678,"(81.0846866, 26.9366372)","(81.0841215, 26.933851)"
679,"(81.0841215, 26.933851)","(81.0836528, 26.930839)"
680,"(81.0836528, 26.930839)","(81.0831423, 26.9280349)"
681,"(81.0831423, 26.9280349)","(81.0805897, 26.925559)"
682,"(81.0805897, 26.925559)","(81.0782951, 26.923307)"
683,"(81.0782951, 26.923307)","(81.0779165, 26.919902)"
684,"(81.0779165, 26.919902)","(81.0775731, 26.9165582)"
685,"(81.0775731, 26.9165582)","(81.0772013, 26.9131052)"
686,"(81.0772013, 26.9131052)","(81.0768853, 26.910189)"
687,"(81.0768853, 26.910189)","(81.0778621, 26.9070299)"
688,"(81.0778621, 26.9070299)","(81.0787966, 26.9039271)"
689,"(81.0787966, 26.9039271)","(81.0795516, 26.9014128)"
690,"(81.0795516, 26.9014128)","(81.0800206, 26.8989126)"
691,"(81.0800206, 26.8989126)","(81.0805842, 26.8958608)"
692,"(81.0805842, 26.8958608)","(81.0815014, 26.8938414)"
693,"(81.0815014, 26.8938414)","(81.0825913, 26.8904019)"
694,"(81.0825913, 26.8904019)","(81.0841128, 26.8872599)"
695,"(81.0841128, 26.8872599)","(81.0870225, 26.8847767)"
696,"(81.0870225, 26.8847767)","(81.0908398, 26.8836606)"
697,"(81.0908398, 26.8836606)","(81.0920647, 26.8819323)"
698,"(81.0920647, 26.8819323)","(81.0945832, 26.8791821)"
699,"(81.0945832, 26.8791821)","(81.0971333, 26.8764223)"
700,"(81.0971333, 26.8764223)","(81.0979887, 26.8731351)"
701,"(81.0979887, 26.8731351)","(81.0988176, 26.8699184)"
702,"(81.0988176, 26.8699184)","(81.0970594, 26.8671443)"
703,"(81.0970594, 26.8671443)","(81.0954649, 26.8646292)"
704,"(81.0954649, 26.8646292)","(81.0936117, 26.8617466)"
705,"(81.0936117, 26.8617466)","(81.0918113, 26.8589017)"
706,"(81.0918113, 26.8589017)","(81.0899739, 26.8560143)"
707,"(81.0899739, 26.8560143)","(81.0881841, 26.8532116)"
708,"(81.0881841, 26.8532116)","(81.0862042, 26.8501074)"
709,"(81.0862042, 26.8501074)","(81.0843826, 26.8472433)"
710,"(81.0843826, 26.8472433)","(81.0824978, 26.8442944)"
711,"(81.0824978, 26.8442944)","(81.0805654, 26.8412464)"
712,"(81.0805654, 26.8412464)","(81.0786171, 26.8382267)"
713,"(81.0786171, 26.8382267)","(81.0768748, 26.8354895)"
714,"(81.0768748, 26.8354895)","(81.0748079, 26.83234)"
715,"(81.0748079, 26.83234)","(81.0754579, 26.8301996)"
716,"(81.0754579, 26.8301996)","(81.0764317, 26.8266952)"
717,"(81.0764317, 26.8266952)","(81.0754399, 26.8232188)"
718,"(81.0754399, 26.8232188)","(81.0745822, 26.8201782)"
719,"(81.0745822, 26.8201782)","(81.0736224, 26.8169673)"
720,"(81.0736224, 26.8169673)","(81.0727454, 26.8137309)"
721,"(81.0727454, 26.8137309)","(81.0718246, 26.8106294)"
722,"(81.0718246, 26.8106294)","(81.0728204, 26.8071439)"
723,"(81.0728204, 26.8071439)","(81.073813, 26.8037018)"
724,"(81.073813, 26.8037018)","(81.0746847, 26.800749)"
725,"(81.0746847, 26.800749)","(81.0756218, 26.7973098)"
726,"(81.0756218, 26.7973098)","(81.0765994, 26.7939489)"
727,"(81.0765994, 26.7939489)","(81.0766817, 26.7898413)"
728,"(81.0766817, 26.7898413)","(81.0779183, 26.7864203)"
729,"(81.0779183, 26.7864203)","(81.0790128, 26.7832336)"
730,"(81.0790128, 26.7832336)","(81.080169, 26.7799405)"
731,"(81.080169, 26.7799405)","(81.0812984, 26.7766081)"
732,"(81.0812984, 26.7766081)","(81.0824713, 26.773239)"
733,"(81.0824713, 26.773239)","(81.0825254, 26.7710458)"
734,"(81.0825254, 26.7710458)","(81.0841675, 26.7678452)"
735,"(81.0841675, 26.7678452)","(81.0834824, 26.7659137)"
736,"(81.0834824, 26.7659137)","(81.0826883, 26.7634054)"
737,"(81.0826883, 26.7634054)","(81.0795279, 26.7610905)"
738,"(81.0795279, 26.7610905)","(81.0765001, 26.7587867)"
739,"(81.0765001, 26.7587867)","(81.0738915, 26.756808)"
740,"(81.0738915, 26.756808)","(81.0717182, 26.7548382)"
741,"(81.0717182, 26.7548382)","(81.0695019, 26.7528294)"
742,"(81.0695019, 26.7528294)","(81.0688519, 26.7502805)"
743,"(81.0688519, 26.7502805)","(81.0711835, 26.7474835)"
744,"(81.0711835, 26.7474835)","(81.0736289, 26.7445113)"
745,"(81.0736289, 26.7445113)","(81.073241, 26.7426969)"
746,"(81.073241, 26.7426969)","(81.0731842, 26.741019)"
747,"(81.0731842, 26.741019)","(81.0714755, 26.7389699)"
748,"(81.0714755, 26.7389699)","(81.069253, 26.7362766)"
749,"(81.069253, 26.7362766)","(81.0673683, 26.7340004)"
750,"(81.0673683, 26.7340004)","(81.0652007, 26.7313805)"
751,"(81.0652007, 26.7313805)","(81.0633383, 26.7291206)"
752,"(81.0633383, 26.7291206)","(81.06115, 26.7264757)"
753,"(81.06115, 26.7264757)","(81.0603324, 26.7234853)"
754,"(81.0221238, 27.0195135)","(81.0226823, 27.0202243)"
755,"(81.0226823, 27.0202243)","(81.0202717, 27.0216693)"
756,"(81.0202717, 27.0216693)","(81.0180992, 27.0223717)"
757,"(81.0180992, 27.0223717)","(81.0162594, 27.0214169)"
758,"(81.0162594, 27.0214169)","(81.0160819, 27.0194279)"
759,"(81.0160819, 27.0194279)","(81.013451, 27.0162838)"
760,"(81.013451, 27.0162838)","(81.0134767, 27.0130711)"
761,"(81.0134767, 27.0130711)","(81.0146097, 27.0119113)"
762,"(81.0146097, 27.0119113)","(81.0143081, 27.0086463)"
763,"(81.0143081, 27.0086463)","(81.0140007, 27.0064278)"
764,"(81.0140007, 27.0064278)","(81.0132842, 27.0043756)"
765,"(81.0132842, 27.0043756)","(81.0141326, 27.0015017)"
766,"(81.0141326, 27.0015017)","(81.0158022, 26.999115)"
767,"(81.0158022, 26.999115)","(81.0166664, 26.997849)"
768,"(81.0166664, 26.997849)","(81.0169284, 26.9965224)"
769,"(81.0169284, 26.9965224)","(81.0190247, 26.9953392)"
770,"(81.0190247, 26.9953392)","(81.0196333, 26.9940525)"
